Product ID,Product Name,Launch Date,Logic Elements (LE),Digital Signal Processing (DSP) Blocks,Maximum Embedded Memory,Maximum User I/O Count†,Package Options
210411,Arria® V 5ASXB3 FPGA,2013,350000,809,19.304 Mb,540,"F896, F1152, F1517"
210412,Arria® V 5ASXB5 FPGA,2013,462000,1090,25.478 Mb,540,"F896, F1152, F1517"
