Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
230903,Intel® Celeron® Processor 7305L,Q3'22,5,1.1 GHz,1.1 GHz,8 MB Intel® Smart Cache,15 W
227849,Intel® Celeron® Processor 7305E,Q1'22,5,,1.00 GHz,8 MB Intel® Smart Cache,
226264,Intel® Celeron® Processor 7305,Q1'22,5,,,8 MB Intel® Smart Cache,
