Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
239216,Intel® Wi-Fi 6E AX210  (Gig+) Embedded,Q1'21,Wi-Fi 6E (802.11ax),2.4 Gbps,,2x2
239215,Intel® Wi-Fi 6E AX210  (Gig+) Industrial,Q1'21,Wi-Fi 6E (802.11ax),2.4 Gbps,,2x2
215165,Intel® Dual Band Wireless-AC 9260 Embedded IoT Kit,Q4'20,Wi-Fi 5 (802.11ac),1.73 Gbps,,2x2
211312,Intel® Dual Band Wireless-AC 9260 Industrial IoT Kit,Q4'20,Wi-Fi 5 (802.11ac),1.73 Gbps,,2x2
239211,Intel® Wireless-AC 9260 Embedded,Q1'19,Wi-Fi 5 (802.11ac),1.73 Gbps,,2x2
239212,Intel® Wireless-AC 9260 Industrial,Q1'19,Wi-Fi 5 (802.11ac),1.73 Gbps,,2x2
