Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
81901,Intel® Xeon® Processor E5-2648L v3,Q3'14,12,2.50 GHz,1.80 GHz,30 MB Intel® Smart Cache,75 W
81705,Intel® Xeon® Processor E5-2650 v3,Q3'14,10,3.00 GHz,2.30 GHz,25 MB Intel® Smart Cache,105 W
81903,Intel® Xeon® Processor E5-2650L v3,Q3'14,12,2.50 GHz,1.80 GHz,30 MB Intel® Smart Cache,65 W
81905,Intel® Xeon® Processor E5-2658 v3,Q3'14,12,2.90 GHz,2.20 GHz,30 MB Intel® Smart Cache,105 W
81706,Intel® Xeon® Processor E5-2660 v3,Q3'14,10,3.30 GHz,2.60 GHz,25 MB Intel® Smart Cache,105 W
83361,Intel® Xeon® Processor E5-2667 v3,Q3'14,8,3.60 GHz,3.20 GHz,20 MB Intel® Smart Cache,135 W
81709,Intel® Xeon® Processor E5-2670 v3,Q3'14,12,3.10 GHz,2.30 GHz,30 MB Intel® Smart Cache,120 W
81908,Intel® Xeon® Processor E5-2680 v3,Q3'14,12,3.30 GHz,2.50 GHz,30 MB Intel® Smart Cache,120 W
81055,Intel® Xeon® Processor E5-2683 v3,Q3'14,14,3.00 GHz,2.00 GHz,35 MB Intel® Smart Cache,120 W
81909,Intel® Xeon® Processor E5-2687W v3,Q3'14,10,3.50 GHz,3.10 GHz,25 MB Intel® Smart Cache,160 W
81713,Intel® Xeon® Processor E5-2690 v3,Q3'14,12,3.50 GHz,2.60 GHz,30 MB Intel® Smart Cache,135 W
81057,Intel® Xeon® Processor E5-2695 v3,Q3'14,14,3.30 GHz,2.30 GHz,35 MB Intel® Smart Cache,120 W
81059,Intel® Xeon® Processor E5-2697 v3,Q3'14,14,3.60 GHz,2.60 GHz,35 MB Intel® Smart Cache,145 W
81060,Intel® Xeon® Processor E5-2698 v3,Q3'14,16,3.60 GHz,2.30 GHz,40 MB Intel® Smart Cache,135 W
81061,Intel® Xeon® Processor E5-2699 v3,Q3'14,18,3.60 GHz,2.30 GHz,45 MB Intel® Smart Cache,145 W
