Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
85757,Intel® Xeon® Processor E5-4610 v3,Q2'15,10,1.70 GHz,1.70 GHz,25 MB,105 W
85758,Intel® Xeon® Processor E5-4620 v3,Q2'15,10,2.60 GHz,2.00 GHz,25 MB,105 W
85759,Intel® Xeon® Processor E5-4627 v3,Q2'15,10,3.20 GHz,2.60 GHz,25 MB,135 W
85760,Intel® Xeon® Processor E5-4640 v3,Q2'15,12,2.60 GHz,1.90 GHz,30 MB,105 W
85761,Intel® Xeon® Processor E5-4648 v3,Q2'15,12,2.20 GHz,1.70 GHz,30 MB,105 W
85762,Intel® Xeon® Processor E5-4650 v3,Q2'15,12,2.80 GHz,2.10 GHz,30 MB,105 W
85763,Intel® Xeon® Processor E5-4655 v3,Q2'15,6,3.20 GHz,2.90 GHz,30 MB,135 W
85764,Intel® Xeon® Processor E5-4660 v3,Q2'15,14,2.90 GHz,2.10 GHz,35 MB,120 W
85765,Intel® Xeon® Processor E5-4667 v3,Q2'15,16,2.90 GHz,2.00 GHz,40 MB,135 W
85766,Intel® Xeon® Processor E5-4669 v3,Q2'15,18,2.90 GHz,2.10 GHz,45 MB,135 W
86067,Intel® Xeon® Processor E5-2658A v3,Q1'15,12,2.90 GHz,2.20 GHz,30 MB Intel® Smart Cache,105 W
84313,Intel® Xeon® Processor E5-1428L v3,Q1'15,8,,2.00 GHz,20 MB,65 W
84314,Intel® Xeon® Processor E5-2408L v3,Q1'15,4,,1.80 GHz,10 MB,45 W
84315,Intel® Xeon® Processor E5-2418L v3,Q1'15,6,,2.00 GHz,15 MB,50 W
84316,Intel® Xeon® Processor E5-2428L v3,Q1'15,8,,1.80 GHz,20 MB,55 W
84317,Intel® Xeon® Processor E5-2438L v3,Q1'15,10,,1.80 GHz,25 MB,70 W
82763,Intel® Xeon® Processor E5-1620 v3,Q3'14,4,3.60 GHz,3.50 GHz,10 MB Intel® Smart Cache,140 W
82764,Intel® Xeon® Processor E5-1630 v3,Q3'14,4,3.80 GHz,3.70 GHz,10 MB Intel® Smart Cache,140 W
82765,Intel® Xeon® Processor E5-1650 v3,Q3'14,6,3.80 GHz,3.50 GHz,15 MB Intel® Smart Cache,140 W
82766,Intel® Xeon® Processor E5-1660 v3,Q3'14,8,3.50 GHz,3.00 GHz,20 MB Intel® Smart Cache,140 W
82767,Intel® Xeon® Processor E5-1680 v3,Q3'14,8,3.80 GHz,3.20 GHz,20 MB Intel® Smart Cache,140 W
83349,Intel® Xeon® Processor E5-2603 v3,Q3'14,6,,1.60 GHz,15 MB Intel® Smart Cache,85 W
83350,Intel® Xeon® Processor E5-2608L v3,Q3'14,6,,2.00 GHz,15 MB Intel® Smart Cache,52 W
81897,Intel® Xeon® Processor E5-2609 v3,Q3'14,6,,1.90 GHz,15 MB Intel® Smart Cache,85 W
83351,Intel® Xeon® Processor E5-2618L v3,Q3'14,8,3.40 GHz,2.30 GHz,20 MB Intel® Smart Cache,75 W
83352,Intel® Xeon® Processor E5-2620 v3,Q3'14,6,3.20 GHz,2.40 GHz,15 MB Intel® Smart Cache,85 W
83354,Intel® Xeon® Processor E5-2623 v3,Q3'14,4,3.50 GHz,3.00 GHz,10 MB Intel® Smart Cache,105 W
81704,Intel® Xeon® Processor E5-2628L v3,Q3'14,10,2.50 GHz,2.00 GHz,25 MB Intel® Smart Cache,75 W
83356,Intel® Xeon® Processor E5-2630 v3,Q3'14,8,3.20 GHz,2.40 GHz,20 MB Intel® Smart Cache,85 W
83357,Intel® Xeon® Processor E5-2630L v3,Q3'14,8,2.90 GHz,1.80 GHz,20 MB Intel® Smart Cache,55 W
83358,Intel® Xeon® Processor E5-2637 v3,Q3'14,4,3.70 GHz,3.50 GHz,15 MB Intel® Smart Cache,135 W
83359,Intel® Xeon® Processor E5-2640 v3,Q3'14,8,3.40 GHz,2.60 GHz,20 MB Intel® Smart Cache,90 W
81900,Intel® Xeon® Processor E5-2643 v3,Q3'14,6,3.70 GHz,3.40 GHz,20 MB Intel® Smart Cache,135 W
