Section,Key,Value
Retired and discontinued,,
"Intel® Pentium® Silver N5000 Processor (4M Cache, up to 2.70 GHz) FC-BGA15F, Tray",Ordering Code,FH8068003067406
"Intel® Pentium® Silver N5000 Processor (4M Cache, up to 2.70 GHz) FC-BGA15F, Tray",Spec Code,SR3RZ
"Intel® Pentium® Silver N5000 Processor (4M Cache, up to 2.70 GHz) FC-BGA15F, Tray",Shipping Media,TRAY
"Intel® Pentium® Silver N5000 Processor (4M Cache, up to 2.70 GHz) FC-BGA15F, Tray",Stepping,B0
"Intel® Pentium® Silver N5000 Processor (4M Cache, up to 2.70 GHz) FC-BGA15F, Tray",MDDS Content IDs,707902
"Intel® Pentium® Silver N5000 Processor (4M Cache, up to 2.70 GHz) FC-BGA15F, Tray",PCN Content IDs,"798998,795943,799624,798179,813820,798961,813833,799685,809472"
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G165612
Trade Compliance Information,US HTS,8542310050
