Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
232193,2700W Air-Cooled Power Supply FCXX27CRPSAC  (FC2000 Family),Q1'23,Discontinued,,,
232192,3000W Liquid-Cooled Power Supply FCXX30CRPSLC  (FC2000 Family),Q1'23,Discontinued,,,
232492,Air-Cooled Power Supply Blank Filler FCXXBLANKAC  (FC2000 Family),Q1'23,Discontinued,,,
232494,Liquid-Cooled Power Supply Blank Filler FCXXBLANKLC  (FC2000 Family),Q1'23,Discontinued,,,
232196,Power Distribution Board FCXXPDBASSMBL2,Q1'23,Discontinued,,,
217654,750W Slimline Power Supply AXXBFP750SLPS,Q1'22,Discontinued,,,
218185,Power Distribution Board  (Primary) VP3MPDBASSMBL,Q4'21,Discontinued,,,
218182,Power Distribution Board  (Secondary) VP3DPDBASSMBL,Q4'21,Discontinued,,,
212578,2000W AC Common Redundant Power Supply KLP2000CRPS,Q1'21,Discontinued,,,
193423,1600W AC Common Redundant Power Supply AXX1600TCRPS,Q3'19,Discontinued,,,
193425,2100W AC Common Redundant Power Supply FCXX2100CRPS,Q3'19,Discontinued,,,
124443,1300W AC CRPS 80+ Titanium efficiency power supply module AXX1300TCRPS,Q3'17,Discontinued,,,
98072,Node Power Board FH2000NPBAP,Q4'16,Discontinued,,,
82792,Power Adapter FXXSSIPWR,Q4'14,Discontinued,,,
81798,1100W AC Common Redundant Power Supply AXX1100PCRPS  (Platinum Efficiency),Q3'14,Discontinued,,,
81610,750W DC Power Supply AXX750DCCRPS  (Gold Efficiency),Q3'14,Discontinued,,,
53529,750W Power Supply AXX750WPSCR,Q3'10,Discontinued,,,
53525,450W DC Power Supply ASR1695PSDC,03'10,Discontinued,,,
51255,600W Power Supply APPT600WHPSU,Q1'09,Discontinued,,,
51256,750W power supply AXX750WPS,Q1'09,Discontinued,,,
51264,650W Power Supply Module ASR1625PS,Q1'09,Discontinued,,,
51260,1000W Power Supply Module AXXPSU,Q4'07,Discontinued,,,
51261,1570W Power Supply AFC4UPWR,Q3'07,Discontinued,,,
51262,600W Power Supply ASR600WPSU,Q3'06,Discontinued,,,
51263,600W Power Supply ASR1500PS,Q2'06,Discontinued,,,
51257,650W Power Supply APP4650WPSU,Q2'06,Discontinued,,,
51259,750W Power Supply Module ASR2500PS,Q2'06,Discontinued,,,
51258,650W Power Supply ASR1550PS,Q1'06,Discontinued,,,
