Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
232909,Intel® Core™ i3-1305U Processor,Q1'23,5,4.50 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
230575,Intel® Core™ i3-13100 Processor,Q1'23,4,4.50 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
232163,Intel® Core™ i3-13100E Processor,Q1'23,4,4.40 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
230576,Intel® Core™ i3-13100F Processor,Q1'23,4,4.50 GHz,12 MB Intel® Smart Cache,
230579,Intel® Core™ i3-13100T Processor,Q1'23,4,4.20 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
232105,Intel® Core™ i3-13100TE Processor,Q1'23,4,4.10 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
232136,Intel® Core™ i3-1315U Processor,Q1'23,6,4.5 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
233459,Intel® Core™ i3-1315U Processor,Q1'23,6,4.50 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
233391,Intel® Core™ i3-1315UE Processor,Q1'23,6,4.50 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
235942,Intel® Core™ i3-1315URE Processor,Q1'23,6,4.50 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
232169,Intel® Core™ i3-1320PE Processor,Q1'23,8,4.50 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
232151,Intel® Core™ i3-13300HE Processor,Q1'23,8,4.6 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
235072,Intel® Core™ i3-1320PRE Processor,Q1'23,8,4.50 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
235075,Intel® Core™ i3-13300HRE Processor,Q1'23,8,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics for 13th Gen Intel® Processors
