Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
195306,Intel® Core™ i7-9700E Processor,Q2'19,8,4.40 GHz,12 MB,Intel® UHD Graphics 630
195329,Intel® Core™ i7-9700TE Processor,Q2'19,8,3.80 GHz,12 MB,Intel® UHD Graphics 630
195328,Intel® Core™ i7-9850HE Processor,Q2'19,6,4.40 GHz,9 MB,Intel® UHD Graphics 630
195333,Intel® Core™ i7-9850HL Processor,Q2'19,6,4.10 GHz,9 MB,Intel® UHD Graphics 630
191792,Intel® Core™ i7-9700 Processor,Q2'19,8,4.70 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
193738,Intel® Core™ i7-9700F Processor,Q2'19,8,4.70 GHz,12 MB Intel® Smart Cache,
191048,Intel® Core™ i7-9700T Processor,Q2'19,8,4.30 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
191045,Intel® Core™ i7-9750H Processor,Q2'19,6,4.50 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
191046,Intel® Core™ i7-9750HF Processor,Q2'19,6,4.50 GHz,12 MB Intel® Smart Cache,
191047,Intel® Core™ i7-9850H Processor,Q2'19,6,4.60 GHz,12 MB,Intel® UHD Graphics 630
190885,Intel® Core™ i7-9700KF Processor,Q1'19,8,4.90 GHz,12 MB Intel® Smart Cache,
186604,Intel® Core™ i7-9700K Processor,Q4'18,8,4.90 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
