Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
94854,Intel® Dual Band Wireless-AC 3168,Q1'16,Wi-Fi 5 (802.11ac),433 Mbps,,1x1
89450,Intel® Dual Band Wireless-AC 3165,Q3'14,Wi-Fi 5 (802.11ac),433 Mbps,,1X1
75442,Intel® Dual Band Wireless-AC 3160,Q3'13,802.11ac,433 Mbps,,1x1
