Product ID,Product Name,Capacity,Form Factor,Interface
135453,"Intel® Optane™ Memory M10 Series  (16GB, M.2 42mm PCIe 3.0, 20nm, 3D XPoint™)",16 GB,M.2 22 x 42mm,"PCIe 3.0 x2, NVMe"
135581,"Intel® Optane™ Memory M10 Series  (16GB, M.2 80mm PCIe 3.0, 20nm, 3D XPoint™)",16 GB,M.2 22 x 80mm,"PCIe 3.0 x2, NVMe"
135454,"Intel® Optane™ Memory M10 Series  (32GB, M.2 80mm PCIe 3.0, 20nm, 3D XPoint™)",32 GB,M.2 22 x 80mm,"PCIe 3.0 x2, NVMe"
135531,"Intel® Optane™ Memory M10 Series  (64GB, M.2 80mm PCIe 3.0, 20nm, 3D XPoint™)",64 GB,M.2 22 x 80mm,"PCIe 3.0 x2, NVMe"
