Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
230902,Intel® Core™ i3-1215UL Processor,Q3'22,6,4.40 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
219491,Intel® Core™ i3-12300HL Processor,Q3'22,8,4.40 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
227851,Intel® Core™ i3-1215UE Processor,Q1'22,6,,10 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
227852,Intel® Core™ i3-1220PE Processor,Q1'22,8,,12 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
226451,Intel® Core™ i3-1210U Processor,Q1'22,6,4.40 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
226263,Intel® Core™ i3-1215U Processor,Q1'22,6,4.40 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
226269,Intel® Core™ i3-1215U Processor,Q1'22,6,4.40 GHz,10 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
226257,Intel® Core™ i3-1220P Processor,Q1'22,10,4.40 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
134584,Intel® Core™ i3-12100 Processor,Q1'22,4,4.30 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
132225,Intel® Core™ i3-12100E Processor,Q1'22,4,4.20 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
132223,Intel® Core™ i3-12100F Processor,Q1'22,4,4.30 GHz,12 MB Intel® Smart Cache,
223097,Intel® Core™ i3-12100T Processor,Q1'22,4,4.10 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
132224,Intel® Core™ i3-12100TE Processor,Q1'22,4,4.00 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
223095,Intel® Core™ i3-12300 Processor,Q1'22,4,4.40 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
132226,Intel® Core™ i3-12300HE Processor,Q1'22,8,,12 MB Intel® Smart Cache,Intel® UHD Graphics
223096,Intel® Core™ i3-12300T Processor,Q1'22,4,4.20 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 730
