Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Processor Base Frequency,Cache,TDP
197889,Intel® Celeron® Processor 5305U,Q2'20,2,,2.30 GHz,2 MB,15 W
197890,Intel® Celeron® Processor 5205U,Q4'19,2,,1.90 GHz,2 MB,15 W
