Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Processor Base Frequency,Cache,TDP
89611,Intel® Pentium® Processor 4405U,Q3'15,2,,2.10 GHz,2 MB Intel® Smart Cache,15 W
89612,Intel® Pentium® Processor 4405Y,Q3'15,2,,1.50 GHz,2 MB Intel® Smart Cache,6 W
