Section,Key,Value
Retired and discontinued,,
"Intel® Server Board D50TNP1SB, Single",Ordering Code,D50TNP1SB
"Intel® Server Board D50TNP1SB, Single",MDDS Content IDs,790973
"Intel® Server Board D50TNP1SB, Single",PCN Content IDs,"801875,809740,803573"
Trade Compliance Information,ECCN,5A002U
Trade Compliance Information,CCATS,G157815L1
Trade Compliance Information,US HTS,8473301180
