Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
97950,Intel® Server Board S1200SPLR,Discontinued,uATX,Rack or Pedestal,LGA 1151 Socket H4,80 W
97952,Intel® Server Board S1200SPOR,Discontinued,uATX,Rack,LGA 1151 Socket H4,80 W
97949,Intel® Server Board S1200SPSR,Discontinued,uATX,Rack or Pedestal,LGA 1151 Socket H4,80 W
88264,Intel® Server Board S1200SPO,Discontinued,uATX,Rack,LGA 1151 Socket H4,80 W
88263,Intel® Server Board S1200SPL,Discontinued,uATX,Pedestal,LGA 1151 Socket H4,80 W
88272,Intel® Server Board S1200SPS,Discontinued,uATX,Pedestal,LGA 1151 Socket H4,80 W
