Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
124449,Oculink Cable Kit AXXCBL620CRCR,Q3'17,Discontinued,,,
124455,Oculink Cable Kit AXXCBL700CVCR,Q3'17,Discontinued,,,
124424,Oculink Cable Kit AXXCBL700HDCV,Q3'17,Discontinued,,,
124421,Oculink Cable Kit AXXCBL800CVCR,Q3'17,Discontinued,,,
124446,PCIe AIC Cable Kit AXXCBL430IFTSBY,Q3'17,Discontinued,,,
125130,Spare SATA Power Adapter Cable AXXSTCBLSATA,Q3'17,Discontinued,,,
124444,VGA cable accessory AXXBPVIDCBL,Q3'17,Discontinued,,,
124452,mSAS-HD Cable Kit AXXCBL650HDHRT,Q3'17,Discontinued,,,
124456,mSAS-HD Cable Kit AXXCBL850HDHRS,Q3'17,Discontinued,,,
124423,mSAS-HD Cable Kit AXXCBL850HDHRT,Q3'17,Discontinued,,,
98071,Video Debug Cable AXXADPVIDCBL,Q4'16,Discontinued,,,
88651,Mini-SAS Cable Kit AXXCBL340HDMS,Q4'15,Discontinued,,,
88655,Mini-SAS Cable Kit AXXCBL570HDMS,Q4'15,Discontinued,,,
88265,SAS Cable Kit AXXE3PED8DCBL,Q4'15,Discontinued,,,
88271,SAS Cable Kit AXXE3RACK8DCBL,Q4'15,Discontinued,,,
84281,Cable Kit AXXCBL585HDMR,Q3'14,Discontinued,,,
84280,Cable Kit AXXCBL900HD7R,Q3'14,Discontinued,,,
83782,Cable kit A2UCBLSSD,Q3'14,Discontinued,,,
82783,Cable kit AXXCBL1UHRHD,Q3'14,Discontinued,,,
83778,Cable kit AXXCBL800HDHD,Q3'14,Discontinued,,,
82784,Cable kit AXXCBL800HDMS,Q3'14,Discontinued,,,
83779,Cable kit AXXCBL875HDMS,Q3'14,Discontinued,,,
81813,Cable kit AXXCBL950HDMS,Q3'14,Discontinued,,,
81812,Cable kit AXXCBLEXPHDMS,Q3'14,Discontinued,,,
82794,Mini-SAS Cable Kit AXXCBL380HDHD,Q3'14,Discontinued,,,
82795,Mini-SAS Cable Kit AXXCBL450HD7S,Q3'14,Discontinued,,,
82796,Mini-SAS Cable Kit AXXCBL650HDHD,Q3'14,Discontinued,,,
71887,Accessory DC Power Cable AXXDCCRPSCBL,Q3 14,Discontinued,,,
81809,Cable kit AXXCBL730HDHD,Q3'14,Discontinued,,,
81808,Cable kit AXXCBL875HDHD,Q3'14,Discontinued,,,
81807,Cable kit AXXCBL950HDHD,Q3'14,Discontinued,,,
77348,Cable Kit AXXCBL650HDMS,Q3'13,Discontinued,,,
77349,Cable Kit AXXCBL730HDMS,Q3'13,Discontinued,,,
81386,SAS cable kit AXXE34DRVCBL,Q3'13,Discontinued,,,
64094,GPGPU cable accessory AXXGPGPUCABLE,Q3'13,Discontinued,,,
76576,Mini-SAS cable AXXE38DRVCBL,Q2'13,Discontinued,,,
66981,IO Module Cable Kit AXXIOMKIT,Q1'13,Discontinued,,,
69024,880mm SATA ODD Cable AXXCBL880SATA,Q3'12,Discontinued,,,
67770,Cable Kit AXXCBL165MSMS,Q2'12,Discontinued,,,
67771,Cable Kit AXXCBL185MSMS,Q2'12,Discontinued,,,
67772,Cable Kit AXXCBL245MSMS,Q2'12,Discontinued,,,
64095,1394 cable and mounting kit accessory AUPM1394CBL,Q1'12,Discontinued,,,
60270,1U/2U Cable Management Arm AXX1U2UCMA,Q1'12,Discontinued,,,
65832,Cable Kit AXXCBL500MSMS,Q1'12,Discontinued,,,
65848,Cable kit AXXCBL1030MR7R,Q1'12,Discontinued,,,
65846,Cable kit AXXCBL550MRMR,Q1'12,Discontinued,,,
65840,Cable kit AXXCBL585MSMR,Q1'12,Discontinued,,,
65838,Cable kit AXXCBL600MSMS,Q1'12,Discontinued,,,
65834,Cable kit AXXCBL650MSMS,Q1'12,Discontinued,,,
65844,Cable kit AXXCBL730MRMR,Q1'12,Discontinued,,,
65836,Cable kit AXXCBL730MSMS,Q1'12,Discontinued,,,
65850,Cable kit AXXCBL770MSMR,Q1'12,Discontinued,,,
65842,Cable kit AXXCBL850MS7R,Q1'12,Discontinued,,,
60231,Rack Cable Management AXX3U5UCMA  (For Use with Advanced Rail Kit AXX3U5UPRAIL for Intel® Server Chassis P4000 Family),Q1'12,Discontinued,,,
53757,Mini-SAS cable AXXSR16XXRAIDCA,Q3'10,Discontinued,,,
51177,Internal Video Cable to External VGA Port Kit FXXSCVDCBL,Q1'09,Discontinued,,,
51179,Mini SAS Cable Accessory Kit ASR2612SASCBL,Q1'09,Discontinued,,,
51176,RJ45 To DB9 Cable Kit AXXRJ45DB92,Q1'09,Discontinued,,,
51178,Converter Cable to Connect Drive Power Kit ASLPWRCABLE,Q2'06,Discontinued,,,
