Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
125192,Intel® Wireless-AC 9462,Q4'17,Wi-Fi 5 (802.11ac),433 Mbps,,1x1 (Diversity)
125193,Intel® Wireless-AC 9461,Q4'17,Wi-Fi 5 (802.11ac),433 Mbps,,1x1
99446,Intel® Wireless-AC 9560,Q4'17,Wi-Fi 5 (802.11ac),1.73 Gbps,,2x2
99445,Intel® Wireless-AC 9260,Q3'17,Wi-Fi 5 (802.11ac),1.73 Gbps,,2x2
