Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
226449,Intel® Pentium® Gold Processor 8500,Q1'22,5,4.40 GHz,,8 MB Intel® Smart Cache,
226262,Intel® Pentium® Gold Processor 8505,Q1'22,5,4.40 GHz,,8 MB Intel® Smart Cache,
226265,Intel® Pentium® Gold Processor 8505,Q1'22,5,4.40 GHz,,8 MB Intel® Smart Cache,
219435,Intel® Pentium® Gold G7400 Processor,Q1'22,2,,,6 MB Intel® Smart Cache,
196311,Intel® Pentium® Gold G7400E Processor,Q1'22,2,,,6 MB Intel® Smart Cache,
219436,Intel® Pentium® Gold G7400T Processor,Q1'22,2,,,6 MB Intel® Smart Cache,
196312,Intel® Pentium® Gold G7400TE Processor,Q1'22,2,,,6 MB Intel® Smart Cache,
201901,Intel® Pentium® Gold G6405 Processor,Q1'21,2,,4.10 GHz,4 MB Intel® Smart Cache,58 W
201900,Intel® Pentium® Gold G6405T Processor,Q1'21,2,,3.50 GHz,4 MB Intel® Smart Cache,35 W
201902,Intel® Pentium® Gold G6505 Processor,Q1'21,2,,4.20 GHz,4 MB Intel® Smart Cache,58 W
201903,Intel® Pentium® Gold G6505T Processor,Q1'21,2,,3.60 GHz,4 MB Intel® Smart Cache,35 W
201904,Intel® Pentium® Gold G6605 Processor,Q1'21,2,,4.30 GHz,4 MB Intel® Smart Cache,58 W
213357,Intel® Pentium® Gold 6500Y Processor,Q1'21,2,3.40 GHz,1.10 GHz,4 MB Intel® Smart Cache,5 W
208667,Intel® Pentium® Gold 7505 Processor,Q4'20,2,3.50 GHz,,4 MB Intel® Smart Cache,
199288,Intel® Pentium® Gold G6400 Processor,Q2'20,2,,4.00 GHz,4 MB Intel® Smart Cache,58 W
203896,Intel® Pentium® Gold G6400E Processor,Q2'20,2,,3.80 GHz,4 MB Intel® Smart Cache,58 W
199289,Intel® Pentium® Gold G6400T Processor,Q2'20,2,,3.40 GHz,4 MB Intel® Smart Cache,35 W
203894,Intel® Pentium® Gold G6400TE Processor,Q2'20,2,,3.20 GHz,4 MB Intel® Smart Cache,35 W
199287,Intel® Pentium® Gold G6500 Processor,Q2'20,2,,4.10 GHz,4 MB Intel® Smart Cache,58 W
199286,Intel® Pentium® Gold G6500T Processor,Q2'20,2,,3.50 GHz,4 MB Intel® Smart Cache,35 W
199285,Intel® Pentium® Gold G6600 Processor,Q2'20,2,,4.20 GHz,4 MB Intel® Smart Cache,58 W
197888,Intel® Pentium® Gold 6405U Processor,Q4'19,2,,2.40 GHz,2 MB,15 W
135456,Intel® Pentium® Gold G5420 Processor,Q2'19,2,,3.80 GHz,4 MB Intel® Smart Cache,54 W
135455,Intel® Pentium® Gold G5420T Processor,Q2'19,2,,3.20 GHz,4 MB Intel® Smart Cache,35 W
135109,Intel® Pentium® Gold G5600T Processor,Q2'19,2,,3.30 GHz,4 MB Intel® Smart Cache,35 W
135457,Intel® Pentium® Gold G5620 Processor,Q2'19,2,,4.00 GHz,4 MB Intel® Smart Cache,54 W
189310,Intel® Pentium® Gold 5405U Processor,Q1'19,2,,2.30 GHz,2 MB Intel® Smart Cache,15 W
189269,Intel® Pentium® Gold Processor 4417U,Q1'19,2,,2.30 GHz,2 MB Intel® Smart Cache,15 W
192786,Intel® Pentium® Gold Processor 4425Y,Q1'19,2,,1.70 GHz,2 MB,6 W
129951,Intel® Pentium® Gold G5400 Processor,Q2'18,2,,3.70 GHz,4 MB Intel® Smart Cache,58 W
129949,Intel® Pentium® Gold G5400T Processor,Q2'18,2,,3.10 GHz,4 MB Intel® Smart Cache,35 W
129946,Intel® Pentium® Gold G5500 Processor,Q2'18,2,,3.80 GHz,4 MB Intel® Smart Cache,54 W
129947,Intel® Pentium® Gold G5500T Processor,Q2'18,2,,3.20 GHz,4 MB Intel® Smart Cache,35 W
129945,Intel® Pentium® Gold G5600 Processor,Q2'18,2,,3.90 GHz,4 MB Intel® Smart Cache,54 W
122697,Intel® Pentium® Gold Processor 4415Y,Q2'17,2,,1.60 GHz,2 MB Intel® Smart Cache,6 W
97140,Intel® Pentium® Gold Processor 4410Y,Q1'17,2,,1.50 GHz,2 MB Intel® Smart Cache,6 W
96508,Intel® Pentium® Gold Processor 4415U,Q1'17,2,,2.30 GHz,2 MB Intel® Smart Cache,15 W
