Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
243859,Intel® Core™ Ultra 5 Processor 235UA,Q3'25,10,4.9 GHz,12 MB,Intel® Graphics
243758,Intel® Core™ Ultra 5 Processor 235A,Q3'25,14,5 GHz,24 MB Intel® Smart Cache,
243757,Intel® Core™ Ultra 5 Processor 235TA,Q3'25,14,5 GHz,24 MB Intel® Smart Cache,
241070,Intel® Core™ Ultra 5 Processor 225,Q1'25,10,4.9 GHz,20 MB Intel® Smart Cache,Intel® Graphics
241069,Intel® Core™ Ultra 5 Processor 225F,Q1'25,10,4.9 GHz,20 MB Intel® Smart Cache,
241749,Intel® Core™ Ultra 5 Processor 225H,Q1'25,14,4.9 GHz,18 MB,Intel® Arc™ 130T GPU
241870,Intel® Core™ Ultra 5 Processor 225T,Q1'25,10,4.9 GHz,20 MB Intel® Smart Cache,Intel® Graphics
241861,Intel® Core™ Ultra 5 Processor 225U,Q1'25,12,4.8 GHz,12 MB,Intel® Graphics
241674,Intel® Core™ Ultra 5 Processor 235,Q1'25,14,5 GHz,24 MB Intel® Smart Cache,Intel® Graphics
241748,Intel® Core™ Ultra 5 Processor 235H,Q1'25,14,5 GHz,18 MB,Intel® Arc™ 140T GPU
242296,Intel® Core™ Ultra 5 Processor 235HX,Q1'25,14,5.1 GHz,24 MB,Intel® Graphics
241872,Intel® Core™ Ultra 5 Processor 235T,Q1'25,14,5 GHz,24 MB Intel® Smart Cache,Intel® Graphics
241862,Intel® Core™ Ultra 5 Processor 235U,Q1'25,12,4.9 GHz,12 MB,Intel® Graphics
241876,Intel® Core™ Ultra 5 Processor 245,Q1'25,14,5.1 GHz,24 MB Intel® Smart Cache,Intel® Graphics
242295,Intel® Core™ Ultra 5 Processor 245HX,Q1'25,14,5.1 GHz,24 MB,Intel® Graphics
241874,Intel® Core™ Ultra 5 Processor 245T,Q1'25,14,5.1 GHz,24 MB Intel® Smart Cache,Intel® Graphics
241751,Intel® Core™ Ultra 7 Processor 255H,Q1'25,16,5.1 GHz,24 MB,Intel® Arc™ 140T GPU
242292,Intel® Core™ Ultra 7 Processor 255HX,Q1'25,20,5.2 GHz,30 MB,Intel® Graphics
241860,Intel® Core™ Ultra 7 Processor 255U,Q1'25,12,5.2 GHz,12 MB,Intel® Graphics
241068,Intel® Core™ Ultra 7 Processor 265,Q1'25,20,5.3 GHz,30 MB Intel® Smart Cache,Intel® Graphics
241064,Intel® Core™ Ultra 7 Processor 265F,Q1'25,20,5.3 GHz,30 MB Intel® Smart Cache,
241750,Intel® Core™ Ultra 7 Processor 265H,Q1'25,16,5.3 GHz,24 MB,Intel® Arc™ 140T GPU
242294,Intel® Core™ Ultra 7 Processor 265HX,Q1'25,20,5.3 GHz,30 MB,Intel® Graphics
241065,Intel® Core™ Ultra 7 Processor 265T,Q1'25,20,5.3 GHz,30 MB Intel® Smart Cache,Intel® Graphics
241859,Intel® Core™ Ultra 7 Processor 265U,Q1'25,12,5.3 GHz,12 MB,Intel® Graphics
242293,Intel® Core™ Ultra 9 Processor 275HX,Q1'25,24,5.4 GHz,36 MB,Intel® Graphics
241061,Intel® Core™ Ultra 9 Processor 285,Q1'25,24,5.6 GHz,36 MB Intel® Smart Cache,Intel® Graphics
241747,Intel® Core™ Ultra 9 Processor 285H,Q1'25,16,5.4 GHz,24 MB,Intel® Arc™ 140T GPU
242297,Intel® Core™ Ultra 9 Processor 285HX,Q1'25,24,5.5 GHz,36 MB,Intel® Graphics
241059,Intel® Core™ Ultra 9 Processor 285T,Q1'25,24,5.4 GHz,36 MB Intel® Smart Cache,Intel® Graphics
241067,Intel® Core™ Ultra 5 Processor 245K,Q4'24,14,5.2 GHz,24 MB Intel® Smart Cache,Intel® Graphics
241066,Intel® Core™ Ultra 5 Processor 245KF,Q4'24,14,5.2 GHz,24 MB Intel® Smart Cache,
241063,Intel® Core™ Ultra 7 Processor 265K,Q4'24,20,5.5 GHz,30 MB Intel® Smart Cache,Intel® Graphics
241062,Intel® Core™ Ultra 7 Processor 265KF,Q4'24,20,5.5 GHz,30 MB Intel® Smart Cache,
241060,Intel® Core™ Ultra 9 Processor 285K,Q4'24,24,5.7 GHz,36 MB Intel® Smart Cache,Intel® Graphics
240960,Intel® Core™ Ultra 5 Processor 226V,Q3'24,8,4.5 GHz,8 MB Intel® Smart Cache,Intel® Arc™ 130V GPU
240955,Intel® Core™ Ultra 5 Processor 228V,Q3'24,8,4.5 GHz,8 MB Intel® Smart Cache,Intel® Arc™ 130V GPU
240959,Intel® Core™ Ultra 5 Processor 236V,Q3'24,8,4.7 GHz,8 MB Intel® Smart Cache,Intel® Arc™ 130V GPU
240951,Intel® Core™ Ultra 5 Processor 238V,Q3'24,8,4.7 GHz,8 MB Intel® Smart Cache,Intel® Arc™ 130V GPU
240954,Intel® Core™ Ultra 7 Processor 256V,Q3'24,8,4.8 GHz,12 MB Intel® Smart Cache,Intel® Arc™ 140V GPU
240957,Intel® Core™ Ultra 7 Processor 258V,Q3'24,8,4.8 GHz,12 MB Intel® Smart Cache,Intel® Arc™ 140V GPU
240956,Intel® Core™ Ultra 7 Processor 266V,Q3'24,8,5 GHz,12 MB Intel® Smart Cache,Intel® Arc™ 140V GPU
240958,Intel® Core™ Ultra 7 Processor 268V,Q3'24,8,5 GHz,12 MB Intel® Smart Cache,Intel® Arc™ 140V GPU
240961,Intel® Core™ Ultra 9 Processor 288V,Q3'24,8,5.1 GHz,12 MB Intel® Smart Cache,Intel® Arc™ 140V GPU
