Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
212572,Trusted Platform Module 2.0  (Screw & Standoff) KLPTPM,Q1'21,Discontinued,,,
197651,Trusted Platform Module 2.0 JNPTPMCH,Q4'19,Discontinued,,,
197650,Trusted Platform Module 2.0 JNPTPM,Q4'19,Discontinued,,,
