Product ID,Product Name,MemoryOverclockingSupport,PCI Express Revision,USB Revision
98087,Mobile Intel® CM238 Chipset,,3.0,"3.0, 2.0"
90578,Intel® C232 Chipset,,3.0,"3.0, 2.0"
90594,Intel® C236 Chipset,,3.0,"3.0, 2.0"
90593,Mobile Intel® CM236 Chipset,,3.0,"3.0, 2.0"
