Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
237980,Intel® Xeon® Gold 5403N Processor,Q4'23,12,3.9 GHz,2 GHz,22.5 MB,115 W
236592,Intel® Xeon® Gold 6403N Processor,Q3'23,24,3.60 GHz,1.90 GHz,45 MB,185 W
236591,Intel® Xeon® Gold 6423N Processor,Q3'23,28,3.60 GHz,2.00 GHz,52.5 MB,195 W
236589,Intel® Xeon® Gold 6433N Processor,Q3'23,32,3.60 GHz,2.00 GHz,60 MB,205 W
236590,Intel® Xeon® Gold 6433NE Processor,Q3'23,32,3.60 GHz,2.00 GHz,60 MB,205 W
236593,Intel® Xeon® Gold 6443N Processor,Q3'23,32,3.60 GHz,2.00 GHz,60 MB,195 W
231749,Intel® Xeon® Platinum 8444H Processor,Q1'23,16,4.00 GHz,2.90 GHz,45 MB,270 W
231756,Intel® Xeon® Platinum 8450H Processor,Q1'23,28,3.50 GHz,2.00 GHz,75 MB,250 W
231761,Intel® Xeon® Platinum 8452Y Processor,Q1'23,36,3.20 GHz,2.00 GHz,67.5 MB,300 W
231738,Intel® Xeon® Platinum 8454H Processor,Q1'23,32,3.40 GHz,2.10 GHz,82.5 MB,270 W
231742,Intel® Xeon® Platinum 8458P Processor,Q1'23,44,3.80 GHz,2.70 GHz,82.5 MB,350 W
231744,Intel® Xeon® Platinum 8460H Processor,Q1'23,40,3.80 GHz,2.20 GHz,105 MB,330 W
231736,Intel® Xeon® Platinum 8460Y+ Processor,Q1'23,40,3.70 GHz,2.00 GHz,105 MB,300 W
231741,Intel® Xeon® Platinum 8461V Processor,Q1'23,48,3.70 GHz,2.20 GHz,97.5 MB,300 W
232383,Intel® Xeon® Platinum 8462Y+ Processor,Q1'23,32,4.10 GHz,2.80 GHz,60 MB,300 W
231735,Intel® Xeon® Platinum 8468 Processor,Q1'23,48,3.80 GHz,2.10 GHz,105 MB,350 W
231750,Intel® Xeon® Platinum 8468H Processor,Q1'23,48,3.80 GHz,2.10 GHz,105 MB,330 W
231739,Intel® Xeon® Platinum 8468V Processor,Q1'23,48,3.80 GHz,2.40 GHz,97.5 MB,330 W
231728,Intel® Xeon® Platinum 8470 Processor,Q1'23,52,3.80 GHz,2.00 GHz,105 MB,350 W
231748,Intel® Xeon® Platinum 8470N Processor,Q1'23,52,3.60 GHz,1.70 GHz,97.5 MB,300 W
231727,Intel® Xeon® Platinum 8470Q Processor,Q1'23,52,3.80 GHz,2.10 GHz,105 MB,350 W
