Product ID,Product Name,Supports Overclocking,PCI Express Revision,USB Revision
218827,Intel® Q670 Chipset,,"3.0, 4.0","3.2, 2.0"
227843,Intel® Q670E Chipset,,"3.0, 4.0","3.2, 2.0"
227844,Intel® R680E Chipset,,"3.0, 4.0","3.2, 2.0"
218834,Intel® W680 Chipset,Memory,"3.0, 4.0","3.2, 2.0"
218832,Intel® B660 Chipset,Memory,"3.0, 4.0","3.2, 2.0"
218829,Intel® H610 Chipset,,3.0,"3.2, 2.0"
225973,Intel® H610E Chipset,,3.0,"3.2, 2.0"
218831,Intel® H670 Chipset,Memory,"3.0, 4.0","3.2, 2.0"
218833,Intel® Z690 Chipset,"IA, BCLK, Memory","3.0, 4.0","3.2, 2.0"
