Product ID,Product Name,Launch Date,Marketing Status,Board Form Factor,Chassis Form Factor,Socket
97954,Intel® Server System R1208SPOSHORR,Q1'17,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
97951,Intel® Server System R1304SPOSHBNR,Q1'17,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
97953,Intel® Server System R1304SPOSHORR,Q1'17,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
97263,Intel® Server System LR1304SPCFG1,Q4'16,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
88652,Intel® Server System R1208SPOSHOR,Q2'16,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
88650,Intel® Server System R1304SPOSHBN,Q2'16,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
88648,Intel® Server System R1304SPOSHOR,Q2'16,Discontinued,uATX,1U Rack,LGA 1151 Socket H4
