Section,Key,Value
Retired and discontinued,,
"Intel® Pentium® Gold Processor 4415U (2M Cache, 2.30 GHz) FC-BGA14F, Tray",Ordering Code,FJ8067702739932
"Intel® Pentium® Gold Processor 4415U (2M Cache, 2.30 GHz) FC-BGA14F, Tray",Spec Code,SR348
"Intel® Pentium® Gold Processor 4415U (2M Cache, 2.30 GHz) FC-BGA14F, Tray",Shipping Media,TRAY
"Intel® Pentium® Gold Processor 4415U (2M Cache, 2.30 GHz) FC-BGA14F, Tray",Stepping,H0
"Intel® Pentium® Gold Processor 4415U (2M Cache, 2.30 GHz) FC-BGA14F, Tray",MDDS Content IDs,707465
"Intel® Pentium® Gold Processor 4415U (2M Cache, 2.30 GHz) FC-BGA14F, Tray",PCN Content IDs,"795943,799685,799624,801988,810351,808498"
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G147881
Trade Compliance Information,US HTS,8542310050
