Product ID,Product Name,Launch Date,Marketing Status,Board Form Factor,Chassis Form Factor,Socket
88293,Intel® Compute Module HNS2600KPFR,Q1'16,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3
88291,Intel® Compute Module HNS2600KPR,Q1'16,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3
79089,Intel® Compute Module HNS2600KP,Q4'14,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3
79090,Intel® Compute Module HNS2600KPF,Q4'14,Discontinued,"Custom 6.4"" x 17.7""",Rack,Socket R3
