Product ID,Product Name,Capacity,Form Factor,Interface
190348,Intel® Optane™ Persistent Memory 100 Series  (128GB Module),128 GB,Persistent Memory Module (PMem),DDR-T
190350,Intel® Optane™ Persistent Memory 100 Series  (256GB Module),256 GB,Persistent Memory Module (PMem),DDR-T
190351,Intel® Optane™ Persistent Memory 100 Series  (512GB Module),512 GB,Persistent Memory Module (PMem),DDR-T
