Product ID,Product Name,LatestVersion,LatestReleaseDate,Category,Ordering Part Number
237688,QDR IP Suite containing QDRII/II+/II+ Xtreme/IV for A10/S10 devices,,,Memory Interface and Controllers,"IPS-QDR, IPSR-QDR"
237711,QDRII / QDRII+ SRAM Controller with UniPHY,,,Memory Interface and Controllers,"IP-QDRII/UNI, IPR-QDRII/UNI"
