Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
235740,Intel® Xeon® D-1813NT Processor,Q4'23,4,2.4 GHz,2.20 GHz,10240,42 W
235734,Intel® Xeon® D-1823NT Processor,Q4'23,6,3.5 GHz,2.80 GHz,10240,55 W
235735,Intel® Xeon® D-1834 Processor,Q4'23,8,2.9 GHz,1.80 GHz,15360,42 W
235744,Intel® Xeon® D-1844NT Processor,Q4'23,10,3.1 GHz,2.00 GHz,15360,55 W
235738,Intel® Xeon® D-1846 Processor,Q4'23,10,3.1 GHz,2.00 GHz,15360,55 W
235742,Intel® Xeon® D-1848TER Processor,Q4'23,10,3.1 GHz,2.00 GHz,15360,57 W
235746,Intel® Xeon® D-2832NT Processor,Q4'23,8,3.2 GHz,2.10 GHz,15 MB,70 W
235752,Intel® Xeon® D-2843NT Processor,Q4'23,10,3.2 GHz,2.00 GHz,15 MB,80 W
235755,Intel® Xeon® D-2876NT Processor,Q4'23,16,3.1 GHz,2.00 GHz,20 MB,100 W
235748,Intel® Xeon® D-2896NT Processor,Q4'23,20,3.2 GHz,2.00 GHz,30 MB,117 W
235754,Intel® Xeon® D-2896TER Processor,Q4'23,20,3.2 GHz,2.00 GHz,30 MB,110 W
235750,Intel® Xeon® D-2899NT Processor,Q4'23,22,3.1 GHz,2.20 GHz,30 MB,135 W
226236,Intel® Xeon® D-2745NX Processor,Q3'22,10,3.50 GHz,2.40 GHz,17.5 MB,96 W
226238,Intel® Xeon® D-2757NX Processor,Q3'22,12,3.50 GHz,2.50 GHz,20 MB,107 W
226240,Intel® Xeon® D-2777NX Processor,Q3'22,16,3.30 GHz,2.20 GHz,25 MB,116 W
226245,Intel® Xeon® D-2798NX Processor,Q3'22,20,3.10 GHz,2.10 GHz,30 MB,126 W
226115,Intel® Xeon® D-1702 Processor,Q1'22,2,1.70 GHz,1.60 GHz,5 MB,25 W
226108,Intel® Xeon® D-1712TR Processor,Q1'22,4,3.10 GHz,2.00 GHz,10 MB,40 W
226102,Intel® Xeon® D-1713NT Processor,Q1'22,4,3.50 GHz,2.20 GHz,10 MB,45 W
226104,Intel® Xeon® D-1713NTE Processor,Q1'22,4,3.30 GHz,2.20 GHz,10 MB,45 W
226109,Intel® Xeon® D-1714 Processor,Q1'22,4,3.40 GHz,2.30 GHz,10 MB,38 W
226105,Intel® Xeon® D-1715TER Processor,Q1'22,4,3.50 GHz,2.40 GHz,10 MB,50 W
226107,Intel® Xeon® D-1718T Processor,Q1'22,4,3.50 GHz,2.60 GHz,10 MB,46 W
226113,Intel® Xeon® D-1722NE Processor,Q1'22,6,2.70 GHz,1.70 GHz,10 MB,36 W
226112,Intel® Xeon® D-1726 Processor,Q1'22,6,3.50 GHz,2.90 GHz,10 MB,70 W
226106,Intel® Xeon® D-1732TE Processor,Q1'22,8,3.00 GHz,1.90 GHz,15 MB,52 W
226099,Intel® Xeon® D-1733NT Processor,Q1'22,8,3.10 GHz,2.00 GHz,15 MB,53 W
226114,Intel® Xeon® D-1734NT Processor,Q1'22,8,3.10 GHz,2.00 GHz,15 MB,50 W
226103,Intel® Xeon® D-1735TR Processor,Q1'22,8,3.40 GHz,2.20 GHz,15 MB,59 W
