Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
226111,Intel® Xeon® D-1736 Processor,Q1'22,8,3.40 GHz,2.30 GHz,15 MB,55 W
226098,Intel® Xeon® D-1736NT Processor,Q1'22,8,3.50 GHz,2.70 GHz,15 MB,67 W
226110,Intel® Xeon® D-1739 Processor,Q1'22,8,3.50 GHz,3.00 GHz,15 MB,83 W
226100,Intel® Xeon® D-1746TER Processor,Q1'22,10,3.10 GHz,2.00 GHz,15 MB,67 W
226116,Intel® Xeon® D-1747NTE Processor,Q1'22,10,3.50 GHz,2.50 GHz,15 MB,80 W
226119,Intel® Xeon® D-1748TE Processor,Q1'22,10,3.40 GHz,2.30 GHz,15 MB,65 W
226101,Intel® Xeon® D-1749NT Processor,Q1'22,10,3.50 GHz,3.00 GHz,15 MB,90 W
226233,Intel® Xeon® D-2712T Processor,Q1'22,4,3.00 GHz,1.90 GHz,15 MB,65 W
226234,Intel® Xeon® D-2733NT Processor,Q1'22,8,3.20 GHz,2.10 GHz,15 MB,80 W
226235,Intel® Xeon® D-2738 Processor,Q1'22,8,3.50 GHz,2.50 GHz,15 MB,88 W
229364,Intel® Xeon® D-2739NT Processor,Q1'22,8,3.5 GHz,2.50 GHz,15 MB,97 W
226247,Intel® Xeon® D-2752NTE Processor,Q1'22,12,3.00 GHz,1.90 GHz,20 MB,84 W
226248,Intel® Xeon® D-2752TER Processor,Q1'22,12,2.80 GHz,1.80 GHz,20 MB,77 W
226237,Intel® Xeon® D-2753NT Processor,Q1'22,12,3.10 GHz,2.00 GHz,20 MB,87 W
226241,Intel® Xeon® D-2766NT Processor,Q1'22,14,3.10 GHz,2.00 GHz,20 MB,97 W
226250,Intel® Xeon® D-2775TE Processor,Q1'22,16,3.10 GHz,2.00 GHz,25 MB,100 W
226239,Intel® Xeon® D-2776NT Processor,Q1'22,16,3.20 GHz,2.10 GHz,25 MB,117 W
226242,Intel® Xeon® D-2779 Processor,Q1'22,16,3.40 GHz,2.50 GHz,25 MB,126 W
226252,Intel® Xeon® D-2786NTE Processor,Q1'22,18,3.10 GHz,2.10 GHz,27.5 MB,118 W
226243,Intel® Xeon® D-2795NT Processor,Q1'22,20,3.10 GHz,2.00 GHz,30 MB,110 W
226249,Intel® Xeon® D-2796NT Processor,Q1'22,20,3.10 GHz,2.00 GHz,30 MB,120 W
226251,Intel® Xeon® D-2796TE Processor,Q1'22,20,3.10 GHz,2.00 GHz,30 MB,118 W
226246,Intel® Xeon® D-2798NT Processor,Q1'22,20,3.10 GHz,2.10 GHz,30 MB,125 W
226244,Intel® Xeon® D-2799 Processor,Q1'22,20,3.40 GHz,2.40 GHz,30 MB,129 W
229915,Intel® Xeon® D-1731NTE Processor,Q1'22,8,2.8 GHz,1.70 GHz,15 MB,45 W
193686,Intel® Xeon® D-1602 Processor,Q2'19,2,3.20 GHz,2.50 GHz,3 MB,27 W
193687,Intel® Xeon® D-1622 Processor,Q2'19,4,3.20 GHz,2.60 GHz,6 MB,40 W
193690,Intel® Xeon® D-1623N Processor,Q2'19,4,3.20 GHz,2.40 GHz,6 MB,35 W
193692,Intel® Xeon® D-1627 Processor,Q2'19,4,3.20 GHz,2.90 GHz,6 MB,45 W
193694,Intel® Xeon® D-1633N Processor,Q2'19,6,3.20 GHz,2.50 GHz,9 MB,45 W
193693,Intel® Xeon® D-1637 Processor,Q2'19,6,3.20 GHz,2.90 GHz,9 MB,55 W
193696,Intel® Xeon® D-1649N Processor,Q2'19,8,3.00 GHz,2.30 GHz,12 MB,45 W
193680,Intel® Xeon® D-1653N Processor,Q2'19,8,3.20 GHz,2.80 GHz,12 MB,65 W
189453,Intel® Xeon® Processor D-1524N,Q4'18,4,2.6 GHz,2.00 GHz,6 MB,45 W
136429,Intel® Xeon® D-2123IT Processor,Q1'18,4,3.00 GHz,2.20 GHz,8 MB,60 W
136430,Intel® Xeon® D-2141I Processor,Q1'18,8,3.00 GHz,2.20 GHz,11 MB,65 W
136432,Intel® Xeon® D-2142IT Processor,Q1'18,8,3.00 GHz,1.90 GHz,11 MB,65 W
136431,Intel® Xeon® D-2143IT Processor,Q1'18,8,3.00 GHz,2.20 GHz,11 MB,65 W
136433,Intel® Xeon® D-2145NT Processor,Q1'18,8,3.00 GHz,1.90 GHz,11 MB,65 W
136434,Intel® Xeon® D-2146NT Processor,Q1'18,8,3.00 GHz,2.30 GHz,11 MB,80 W
136435,Intel® Xeon® D-2161I Processor,Q1'18,12,3.00 GHz,2.20 GHz,16.5 MB L2 Cache,90 W
136437,Intel® Xeon® D-2163IT Processor,Q1'18,12,3.00 GHz,2.10 GHz,17 MB,75 W
136439,Intel® Xeon® D-2166NT Processor,Q1'18,12,3.00 GHz,2.00 GHz,17 MB,85 W
136438,Intel® Xeon® D-2173IT Processor,Q1'18,14,3.00 GHz,1.70 GHz,19 MB,70 W
136436,Intel® Xeon® D-2177NT Processor,Q1'18,14,3.00 GHz,1.90 GHz,19 MB,105 W
136441,Intel® Xeon® D-2183IT Processor,Q1'18,16,3.00 GHz,2.20 GHz,22 MB,100 W
136440,Intel® Xeon® D-2187NT Processor,Q1'18,16,3.00 GHz,2.00 GHz,22 MB,110 W
122999,Intel® Xeon® Processor D-1513N,Q3'17,4,2.20 GHz,1.60 GHz,6 MB,35 W
123001,Intel® Xeon® Processor D-1523N,Q3'17,4,2.60 GHz,2.00 GHz,6 MB,45 W
122998,Intel® Xeon® Processor D-1533N,Q3'17,6,2.70 GHz,2.10 GHz,9 MB,45 W
123000,Intel® Xeon® Processor D-1543N,Q3'17,8,2.50 GHz,1.90 GHz,12 MB,45 W
123002,Intel® Xeon® Processor D-1553N,Q3'17,8,2.70 GHz,2.30 GHz,12 MB,65 W
91194,Intel® Xeon® Processor D-1529,Q2'16,4,1.30 GHz,1.30 GHz,6 MB,20 W
91200,Intel® Xeon® Processor D-1539,Q2'16,8,2.20 GHz,1.60 GHz,12 MB,35 W
93352,Intel® Xeon® Processor D-1559,Q2'16,12,2.10 GHz,1.50 GHz,18 MB,45 W
93364,Intel® Xeon® Processor D-1557,Q1'16,12,2.10 GHz,1.50 GHz,18 MB,45 W
93356,Intel® Xeon® Processor D-1567,Q1'16,12,2.70 GHz,2.10 GHz,18 MB,65 W
93355,Intel® Xeon® Processor D-1571,Q1'16,16,2.10 GHz,1.30 GHz,24 MB,45 W
93353,Intel® Xeon® Processor D-1577,Q1'16,16,2.10 GHz,1.30 GHz,24 MB,45 W
91201,Intel® Xeon® Processor D-1518,Q4'15,4,2.20 GHz,2.20 GHz,6 MB,35 W
91202,Intel® Xeon® Processor D-1521,Q4'15,4,2.70 GHz,2.40 GHz,6 MB,45 W
91195,Intel® Xeon® Processor D-1527,Q4'15,4,2.70 GHz,2.20 GHz,6 MB,35 W
91198,Intel® Xeon® Processor D-1528,Q4'15,6,2.50 GHz,1.90 GHz,9 MB,35 W
91203,Intel® Xeon® Processor D-1531,Q4'15,6,2.70 GHz,2.20 GHz,9 MB,45 W
91196,Intel® Xeon® Processor D-1537,Q4'15,8,2.30 GHz,1.70 GHz,12 MB,35 W
91199,Intel® Xeon® Processor D-1541,Q4'15,8,2.70 GHz,2.10 GHz,12 MB,45 W
91204,Intel® Xeon® Processor D-1548,Q4'15,8,2.60 GHz,2.00 GHz,12 MB,45 W
87038,Intel® Xeon® Processor D-1520,Q1'15,4,2.60 GHz,2.20 GHz,6 MB,45 W
87039,Intel® Xeon® Processor D-1540,Q1'15,8,2.60 GHz,2.00 GHz,12 MB,45 W
