Product ID,Product Name,Marketing Status,Chassis Form Factor,ProcessorIncluded
81826,Intel® Server Chassis R2000WTXXX,Discontinued,"2U, Spread Core Rack",
81827,Intel® Server Chassis R2312WTXXX,Discontinued,"2U, Spread Core Rack",
