Product ID,Product Name,Launch Date,Logic Elements (LE),Digital Signal Processing (DSP) Blocks,Maximum Embedded Memory,Maximum User I/O Count†,Package Options
210449,Cyclone® V 5CGXC3 FPGA,2011,35500,57,1.641 Mb,208,"U324, U484, F484"
210450,Cyclone® V 5CGXC4 FPGA,2011,50000,70,2.795 Mb,336,"M301, M383, U484, F484, F672"
210453,Cyclone® V 5CGXC5 FPGA,2011,77000,150,4.884 Mb,336,"M301, M383, U484, F484, F672"
210452,Cyclone® V 5CGXC7 FPGA,2011,149500,156,7.696 Mb,480,"M484, U484, F484, F672, F896"
210451,Cyclone® V 5CGXC9 FPGA,2011,301000,342,13.917 Mb,560,"U484, F484, F672, F896, F115"
