Product ID,Product Name,Cabling Type,MaxTDP,Port Configuration,Data Rate Per Port,System Interface Type
95260,Intel® Ethernet Network Adapter XXV710-DA2,SFP28 Direct Attach twinaxial cabling up to 5m / SFP28 SR & LR Optics also supported,,Dual,25/10/1GbE,PCIe 3.0 (8.0 GT/s)
