Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
94187,Intel® Server Board S2600WTTS1R,Discontinued,"Custom 16.7"" x 17""",Rack,Socket R3,145 W
88277,Intel® Server Board S2600WT2R,Discontinued,"Custom 16.7"" x 17""",Rack,Socket R3,145 W
88281,Intel® Server Board S2600WTTR,Discontinued,"Custom 16.7"" x 17""",Rack,Socket R3,145 W
82155,Intel® Server Board S2600WT2,Discontinued,"Custom 16.7"" x 17""",Rack,Socket R3,145 W
82156,Intel® Server Board S2600WTT,Discontinued,"Custom 16.7"" x 17""",Rack,Socket R3,145 W
