Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
214885,Hot-Swap Front Drive Bay Module CYP25HSCARRIER,Q2'21,Discontinued,,,
124433,2U Hot-swap 8x2.5 inch Dual Port Upgrade Drive Bay Kit A2U8X25S3DPDK2,Q3'17,Discontinued,,,
99083,2U Hot-swap 8x2.5inch SAS/NVMe Combo Drive Bay Kit A2U8X25S3PHS,Q3'17,Discontinued,,,
124435,2U Hot-swap 8x3.5 inch Drive Bay Upgrade Kit A2U8X35S3HSDK1,Q3'17,Discontinued,,,
124439,2U Rear Hot-swap Dual Drive Cage Upgrade Kit A2UREARHSDK2,Q3'17,Discontinued,,,
124483,3.5 inch Hot-swap Drive Bay Kit AUP4X35S3HSDK,Q3'17,Discontinued,,,
93475,4P PCIe* SSD Upgrade Kit with x8 Host PCIe Switch Add-In Card A2U44X25NVMEDK2  (for Intel® Server System R2000WT family),Q2'16,Discontinued,,,
81803,"2U Hot-swap Drive Cage Upgrade Kit 8 x 2.5"" A2U8X25S3HSDK",Q4'14,Discontinued,,,
82791,8x2.5in Hot-swap Drive Cage Kit FUP8X25S3HSDK,Q4'14,Discontinued,,,
81806,ODD Bay Bracket Kit for Single SSD Support AXXSSDODDKIT,Q4'14,Discontinued,,,
82790,Hot-swap Backplane PCIe Combination Drive Cage Kit for P4000 Server Chassis FUP8X25S3NVDK  (2.5in NVMe SSD),Q4'14,Discontinued,,,
82854,3.5in Hot-swap Drive Cage Kit for P4000 Chassis Family FUP4X35S3HSDK,Q4'14,Discontinued,,,
81799,"2U Dual Port Hot-swap Drive Cage Upgrade Kit 8 x 2.5"" A2U8X25S3DPDK",Q4'14,Discontinued,,,
81802,2U Hot-swap Drive Cage Upgrade Kit with 4x NVMe SSD Support A2U44X25NVMEDK,Q4'14,Discontinued,,,
81782,Rear Hot-swap Dual Drive Cage Upgrade Kit A2UREARHSDK,Q4'14,Discontinued,,,
81801,1U Hot-swap Backplane Upgrade Kit with 4x NVMe SSD Support A1U44X25NVMEDK,Q3'14,Discontinued,,,
71125,6Gb/s SAS Accessory Kit A1UJP6GKIT,Q4'12,Discontinued,,,
68390,6Gb/s SAS Accessory Kit AH2000JF6GKIT,Q3'12,Discontinued,,,
68392,6Gb/s SAS Accessory Kit AH2000LP6GKIT,Q3'12,Discontinued,,,
68391,6Gb/s SAS Accessory Kit AH2000WP6GKIT,Q3'12,Discontinued,,,
68389,6Gb/s SAS Bridge Board and Cable Accessory Kit AHWJFWP6GBGB,Q3'12,Discontinued,,,
60260,2U 8x2.5in Hot-Swap Bay Upgrade A2U8X25HSDK,Q1'12,Discontinued,,,
60194,RMM4 & rIOM Carrier Board Kit AXXRMM4IOM,Q1'12,Discontinued,,,
60193,RMM4 & rIOM Carrier Board Kit AXXRMM4IOMW,Q1'12,Discontinued,,,
60261,2U 8x2.5in Dual Port Hot-Swap Bay Upgrade A2U8X25DPDK,Q2'12,Discontinued,,,
55164,Pedestal Chassis Hot Swap Drive Kit FUP4X35HSDK,Q2'11,Discontinued,,,
51204,Fixed Drive Kit ASR26XXFXDRV,Q1'09,Discontinued,,,
51218,SATA/SAS Backplane ASR1500SASBP,Q1'09,Discontinued,,,
51293,"2.5"" SATA to SAS Converter Board AXXTM3SATA",Q4'07,Discontinued,,,
51206,4-Drive Hot-Swap Non-Expanded Kit AXX4DRV3GR,Q2'06,Discontinued,,,
51195,6-Drive Hot-Swap Non-expanded Kit AXX6DRV3GR,Q1'06,Discontinued,,,
51209,4-Drive Fixed Drive Bay Assembly AXX4FIXDB,Q2'06,Discontinued,,,
51207,4-Drive Hot-Swap Expander Kit AXX4DRV3GEXP,Q2'06,Discontinued,,,
51210,4-Drive Hot-Swap SCSI Backplane AXX4SCSIDB,Q2'06,Discontinued,,,
51216,"5.25"" Slim-Line Optical/Floppy Conversion Kit AXXCDUSBFDBRK",Q2'06,Discontinued,,,
51202,6th SAS/SATA Drive Kit ASR2500SIXDRV,Q2'06,Discontinued,,,
51208,DLT Accessory Kit ARIGDLTRAIL,Q2'06,Discontinued,,,
51199,Drive Accessory Bracket Kit AXXFHDDBRK,Q2'06,Discontinued,,,
51213,SAS Midplane with optional Integrated Server RAID FALSASMP,Q2'06,Discontinued,,,
51214,SAS Midplane-2 with optional Integrated Server RAID FALSASMP2,Q2'06,Discontinued,,,
51219,SATA Backplane ASR1500PASBP,Q2'06,Discontinued,,,
51203,SATA Tape Drive Mounting Kit ASR2500SATAPE,Q2'06,Discontinued,,,
51215,SCSI Tape Mounting Kit ADRTAPEKIT,Q2'06,Discontinued,,,
51194,"3.5"" to 2.5"" Hard Disk Drive Converter Kit AXX25DRVADPTR",Q1'06,Discontinued,,,
51196,6-Drive Hot-Swap Expander Kit AXX6DRV3GEXP,Q1'06,Discontinued,,,
51205,6-Drive Hot-Swap SCSI Backplane AXX6SCSIDB,Q1'06,Discontinued,,,
51198,Hot-Swap Drive Mounting Kit APP3HSDBKIT,Q1'06,Discontinued,,,
51200,Hot-Swap Drive Mounting Kit APPTHSDBKIT,Q1'06,Discontinued,,,
51201,Solid State Drive Mounting Kit AXXZU130KIT,Q1'06,Discontinued,,,
