Product ID,Product Name,MemoryOverclockingSupport,PCI Express Revision,USB Revision
147324,Intel® C242 Chipset,,3.0,"3.1, 2.0"
147326,Intel® C246 Chipset,,3.0,"3.1, 2.0"
135100,Mobile Intel® CM246 Chipset,,3.0,"3.1, 2.0"
