Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
203014,Intel® Wi-Fi 6 AX101,Q3'22,Wi-Fi 6 (802.11ax),600 Mbps,,1x1
229220,Intel® Wi-Fi 6 AX203,Q3'22,Wi-Fi 6 (802.11ax),1.2 Gbps,,2x2
201974,Intel® Wi-Fi 6  (Gig+) Desktop Kit,Q1'20,Wi-Fi 6 (802.11ax),2.4 Gbps,,2x2
130293,Intel® Wi-Fi 6 AX201  (Gig+),Q2'19,Wi-Fi 6 (802.11ax),2.4 Gbps,,2x2
189347,Intel® Wi-Fi 6 AX200  (Gig+),Q2'19,Wi-Fi 6 (802.11ax),2.4 Gbps,,2x2
