Product ID,Product Name,CablingDescription,MaxTDP,NumPorts,NetworkDataRate,InterfaceType
188894,Intel® Ethernet SFP28 LR Optic,,,,,
121506,Intel® Ethernet SFP28 Optic,,,,,
