Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
230083,Intel® Killer™ Wi-Fi 7 BE1750  (i/s),Q2'24,Wi-Fi 7,5.8 Gbps,,"2x2, 320 MHz, 4096 QAM"
230084,Intel® Killer™ Wi-Fi 7 BE1750  (x/w),Q3'23,Expected to align with official WFA certification availability,5.8 Gbps,,"2x2, 320 MHz, 4K QAM"
230587,Intel® Killer™ Wi-Fi 6E AX1675 PCIe Card,Q3'22,Wi-Fi 6E (802.11ax),2.4 Gbps,,2x2
211486,Intel® Killer™ Wi-Fi 6E AX1675  (i/s),Q3'21,Wi-Fi 6E (802.11ax),2.4 Gbps,,2x2
217241,Intel® Killer™ Wi-Fi 6E AX1690  (i/s),Q4'21,Wi-Fi 6E (802.11ax),~3.0 Gbps,,2x2 (Intel® Double Connect Technology)
211610,Intel® Killer™ Wi-Fi 6 AX1650  (i/s),Q4'20,Wi-Fi 6 (802.11ax),2.4 Gbps,,2x2
211609,Intel® Killer™ Wi-Fi 6 AX1650  (x/w),Q4'20,Wi-Fi 6 (802.11ax),2.4 Gbps,,2x2
211485,Intel® Killer™ Wi-Fi 6E AX1675  (x/w),Q4'20,Wi-Fi 6E (802.11ax),2.4 Gbps,,2x2
