Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
78929,Intel® Core™ i5-4210H Processor,Q3'14,2,3.50 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600
83508,Intel® Core™ i5-4278U Processor,Q3'14,2,3.10 GHz,3 MB,Intel® Iris® Graphics 5100
83507,Intel® Core™ i5-4308U Processor,Q3'14,2,3.30 GHz,3 MB,Intel® Iris® Graphics 5100
80811,Intel® Core™ i5-4690K Processor,Q2'14,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80817,Intel® Core™ i5-4460 Processor,Q2'14,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80818,Intel® Core™ i5-4460S Processor,Q2'14,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
78927,Intel® Core™ i5-4460T Processor,Q2'14,4,2.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80815,Intel® Core™ i5-4590 Processor,Q2'14,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80816,Intel® Core™ i5-4590S Processor,Q2'14,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
78928,Intel® Core™ i5-4590T Processor,Q2'14,4,3.00 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80810,Intel® Core™ i5-4690 Processor,Q2'14,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80812,Intel® Core™ i5-4690S Processor,Q2'14,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
80813,Intel® Core™ i5-4690T Processor,Q2'14,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
81012,Intel® Core™ i5-4210M Processor,Q2'14,2,3.20 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600
81016,Intel® Core™ i5-4210U Processor,Q2'14,2,2.70 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4400
81020,Intel® Core™ i5-4220Y Processor,Q2'14,2,2.00 GHz,3 MB,Intel® HD Graphics 4200
75030,Intel® Core™ i5-4260U Processor,Q2'14,2,2.70 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 5000
79199,Intel® Core™ i5-4410E Processor,Q2'14,2,,3 MB Intel® Smart Cache,Intel® HD Graphics 4600
79201,Intel® Core™ i5-4422E Processor,Q2'14,2,2.90 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600
75554,Intel® Core™ i5-4402EC Processor,Q1'14,2,,4 MB Intel® Smart Cache,
80373,Intel® Core™ i5-4310M Processor,Q1'14,2,3.40 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4600
80343,Intel® Core™ i5-4310U Processor,Q1'14,2,3.00 GHz,3 MB Intel® Smart Cache,Intel® HD Graphics 4400
