Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
198391,Intel® Core™ i3-8140U Processor,Q4'19,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 620
193560,Intel® Core™ i3-8145UE Processor,Q3'18,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 620
189980,Intel® Core™ i3-8100B Processor,Q3'18,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
149090,Intel® Core™ i3-8145U Processor,Q3'18,2,3.90 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
129944,Intel® Core™ i3-8100T Processor,Q2'18,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
135936,Intel® Core™ i3-8109U Processor,Q2'18,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
129942,Intel® Core™ i3-8300 Processor,Q2'18,4,,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
129943,Intel® Core™ i3-8300T Processor,Q2'18,4,,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
137977,Intel® Core™ i3-8130U Processor,Q1'18,2,3.40 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 620
149160,Intel® Core™ i3-8100H Processor,Q4'17,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
126688,Intel® Core™ i3-8100 Processor,Q4'17,4,,6 MB Intel® Smart Cache,Intel® UHD Graphics 630
126689,Intel® Core™ i3-8350K Processor,Q4'17,4,,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
