Product ID,Product Name,Launch Date,Wi-Fi CERTIFIED*,Max Speed,WifiBandwith,TX/RX Streams
123742,Intel® Dual Band Wireless-AC 8265 Desktop Kit,Q3'17,Wi-Fi 5 (802.11ac),867 Mbps,,2x2
94150,Intel® Dual Band Wireless-AC 8265,Q1'16,Wi-Fi 5 (802.11ac),867 Mbps,,2x2
86068,Intel® Dual Band Wireless-AC 8260,Q3'15,Wi-Fi 5 (802.11ac),867 Mbps,,2x2
