Product ID,Product Name,LatestVersion,LatestReleaseDate,Category,Ordering Part Number
237749,100GEUMACPHY IP with FEC Option,,,Interface Protocols,"IP-100GEUMACPHYFC, IPR-100GEUMACPHYFC"
237729,25GEUMACPHY IP with FEC Option,,,Interface Protocols,"IP-25GEUMACPHYFC, IPR-25GEUMACPHYFC"
237730,25GEUMACPHY IP with PTP-1588 & FEC Options,,,Interface Protocols,"IP-25GEUMACPHYFFC, IPR-25GEUMACPHYFFC"
237727,25GEUMACPHY IP with PTP-1588 Option,,,Interface Protocols,"IP-25GEUMACPHYF, IPR-25GEUMACPHYF"
