Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
241636,Intel® Processor N150,Q1'25,4,3.6 GHz,6 MB Intel® Smart Cache,Intel® Graphics
241637,Intel® Processor N250,Q1'25,4,3.8 GHz,6 MB Intel® Smart Cache,Intel® Graphics
231803,Intel® Processor N100,Q1'23,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics
231804,Intel® Processor N200,Q1'23,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics
233090,Intel® Processor N97,Q1'23,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics
