Product ID,Product Name,Launch Date,Marketing Status,FormFactor,ServerSystemType,SupportedCPUSocket
211316,Advanced System Management key ADVSYSMGMTKEY,Q1'21,Discontinued,,,
193419,EMP Module AXXFCEMP,Q3'19,Discontinued,,,
125129,Trusted Platform Module 2.0 AXXTPMCHNE8,Q2'19,Discontinued,,,
125139,TPM Module AXXTPMSPE6,Q3'17,Discontinued,,,
124461,Trusted Platform Module 2.0 AXXTPMENC8,Q3'17,Discontinued,,,
91525,Remote Management Module 4 Lite 2 AXXRMM4LITE2,Q2'16,Discontinued,,,
92918,TPM Module AXXTPME6,Q1'16,Discontinued,,,
93165,TPM Module AXXTPME7,Q1'16,Discontinued,,,
88654,I/O Shield AS1200SPLIOS,Q4'15,Discontinued,,,
88266,I/O Shield AS1200SPSIOS,Q4'15,Discontinued,,,
82788,I/O Shield AXXCWIOS,Q3'14,Discontinued,,,
71124,RMM4 & rIOM Carrier Board Kit A1UJPRMM4IOM,Q4'12,Discontinued,,,
67318,Remote Management Module AXXRMM4R,Q2'12,Discontinued,,,
60276,TPM Module AXXTPME5,Q1'12,Discontinued,,,
55169,Remote Management Module AXXRMM4,Q2'11,Discontinued,,,
55168,Remote Management Module AXXRMM4LITE,Q2'11,Discontinued,,,
55170,TPM Module AXXTPME3,Q2'11,Discontinued,,,
51246,Remote Management Module 3 Lite AXXRMM3LITE,Q1'10,Discontinued,,,
51244,Remote Management Module 2 AXXRMM2,Q2'06,Discontinued,,,
51245,Remote Management Module AXXRMM,Q2'06,Discontinued,,,
51243,Remote Management Module 3 AXXRMM3,Q1'06,Discontinued,,,
