Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
76089,Intel® Core™ i7-4860HQ Processor,Q1'14,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200
78939,Intel® Core™ i7-4910MQ Processor,Q1'14,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
76349,Intel® Core™ i7-4600M Processor,Q4'13,2,3.60 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4600
76616,Intel® Core™ i7-4600U Processor,Q3'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4400
76618,Intel® Core™ i7-4610Y Processor,Q3'13,2,2.90 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4200
77656,Intel® Core™ i7-4771 Processor,Q3'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
76088,Intel® Core™ i7-4960HQ Processor,Q4'13,4,3.80 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200
76087,Intel® Core™ i7-4750HQ Processor,Q3'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200
76086,Intel® Core™ i7-4850HQ Processor,Q3'13,4,3.50 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200
76085,Intel® Core™ i7-4950HQ Processor,Q3'13,4,3.60 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200
75460,Intel® Core™ i7-4500U Processor,Q3'13,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 4400
75112,Intel® Core™ i7-4550U Processor,Q3'13,2,3.00 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 5000
75992,Intel® Core™ i7-4558U Processor,Q3'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® Iris® Graphics 5100
75114,Intel® Core™ i7-4650U Processor,Q3'13,2,3.30 GHz,4 MB Intel® Smart Cache,Intel® HD Graphics 5000
76642,Intel® Core™ i7-4770R Processor,Q2'13,4,3.90 GHz,6 MB Intel® Smart Cache,Intel® Iris® Pro Graphics 5200
75469,Intel® Core™ i7-4700EQ Processor,Q2'13,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
75116,Intel® Core™ i7-4700HQ Processor,Q2'13,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
75117,Intel® Core™ i7-4700MQ Processor,Q2'13,4,3.40 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
75118,Intel® Core™ i7-4702HQ Processor,Q2'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
75119,Intel® Core™ i7-4702MQ Processor,Q2'13,4,3.20 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
75121,Intel® Core™ i7-4765T Processor,Q2'13,4,3.00 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
75122,Intel® Core™ i7-4770 Processor,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
75123,Intel® Core™ i7-4770K Processor,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
75124,Intel® Core™ i7-4770S Processor,Q2'13,4,3.90 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
75125,Intel® Core™ i7-4770T Processor,Q2'13,4,3.70 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
75610,Intel® Core™ i7-4770TE Processor,Q2'13,4,3.30 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
75128,Intel® Core™ i7-4800MQ Processor,Q2'13,4,3.70 GHz,6 MB Intel® Smart Cache,Intel® HD Graphics 4600
75131,Intel® Core™ i7-4900MQ Processor,Q2'13,4,3.80 GHz,8 MB Intel® Smart Cache,Intel® HD Graphics 4600
