Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
192606,Intel® Server Board S2600BPBR,Discontinued,"Custom 6.8"" x 19.1""",Rack,Socket P,165 W
192610,Intel® Server Board S2600BPQR,Discontinued,"Custom 6.8"" x 19.1""",Rack,Socket P,165 W
192608,Intel® Server Board S2600BPSR,Discontinued,"Custom 6.8"" x 19.1""",Rack,Socket P,165 W
93500,Intel® Server Board S2600BPQ,Discontinued,"Custom 6.8"" x 19.1""",Rack,Socket P,165 W
96348,Intel® Server Board S2600BPS,Discontinued,"Custom 6.8"" x 19.1""",Rack,Socket P,165 W
93497,Intel® Server Board S2600BPB,Discontinued,"Custom 6.8"" x 19.1""",Rack,Socket P,165 W
