Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Processor Base Frequency,Cache,TDP
78167,Intel® Xeon® Processor E3-1105C v2,Q3'13,4,,1.80 GHz,8 MB L3 Cache,25 W
78168,Intel® Xeon® Processor E3-1125C v2,Q3'13,4,,2.50 GHz,8 MB L3 Cache,40 W
65734,Intel® Xeon® Processor E3-1220 v2,Q2'12,4,3.50 GHz,3.10 GHz,8 MB Intel® Smart Cache,69 W
65735,Intel® Xeon® Processor E3-1220L v2,Q2'12,2,3.50 GHz,2.30 GHz,3 MB Intel® Smart Cache,17 W
65733,Intel® Xeon® Processor E3-1225 v2,Q2'12,4,3.60 GHz,3.20 GHz,8 MB Intel® Smart Cache,77 W
65732,Intel® Xeon® Processor E3-1230 v2,Q2'12,4,3.70 GHz,3.30 GHz,8 MB Intel® Smart Cache,69 W
65730,Intel® Xeon® Processor E3-1240 v2,Q2'12,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,69 W
65729,Intel® Xeon® Processor E3-1245 v2,Q2'12,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,77 W
65728,Intel® Xeon® Processor E3-1265L v2,Q2'12,4,3.50 GHz,2.50 GHz,8 MB Intel® Smart Cache,45 W
65727,Intel® Xeon® Processor E3-1270 v2,Q2'12,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,69 W
65726,Intel® Xeon® Processor E3-1275 v2,Q2'12,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,77 W
65725,Intel® Xeon® Processor E3-1280 v2,Q2'12,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,69 W
65722,Intel® Xeon® Processor E3-1290 v2,Q2'12,4,4.10 GHz,3.70 GHz,8 MB Intel® Smart Cache,87 W
