Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
205904,Intel® Core™ i9-10850K Processor,Q3'20,10,5.20 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 630
203682,Intel® Core™ i9-10885H Processor,Q2'20,8,5.30 GHz,16 MB Intel® Smart Cache,Intel® UHD Graphics for 10th Gen Intel® Processors
199328,Intel® Core™ i9-10900 Processor,Q2'20,10,5.20 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 630
203902,Intel® Core™ i9-10900E Processor,Q2'20,10,4.70 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 630
199329,Intel® Core™ i9-10900F Processor,Q2'20,10,5.20 GHz,20 MB Intel® Smart Cache,
199332,Intel® Core™ i9-10900K Processor,Q2'20,10,5.30 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 630
199331,Intel® Core™ i9-10900KF Processor,Q2'20,10,5.30 GHz,20 MB Intel® Smart Cache,
199324,Intel® Core™ i9-10900T Processor,Q2'20,10,4.60 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 630
203901,Intel® Core™ i9-10900TE Processor,Q2'20,10,4.50 GHz,20 MB Intel® Smart Cache,Intel® UHD Graphics 630
201838,Intel® Core™ i9-10980HK Processor,Q2'20,8,5.30 GHz,16 MB Intel® Smart Cache,Intel® UHD Graphics for 10th Gen Intel® Processors
