Section,Key,Value
Retired and discontinued,,
"Intel® Core™ i7-7Y75 Processor (4M Cache, up to 3.60 GHz) FC-BGA14F, Tray",Ordering Code,HE8067702739526
"Intel® Core™ i7-7Y75 Processor (4M Cache, up to 3.60 GHz) FC-BGA14F, Tray",Spec Code,SR33X
"Intel® Core™ i7-7Y75 Processor (4M Cache, up to 3.60 GHz) FC-BGA14F, Tray",Shipping Media,TRAY
"Intel® Core™ i7-7Y75 Processor (4M Cache, up to 3.60 GHz) FC-BGA14F, Tray",Stepping,H0
"Intel® Core™ i7-7Y75 Processor (4M Cache, up to 3.60 GHz) FC-BGA14F, Tray",MDDS Content IDs,707132
"Intel® Core™ i7-7Y75 Processor (4M Cache, up to 3.60 GHz) FC-BGA14F, Tray",PCN Content IDs,"799685,795943,799822,801793,803214,807605,812098"
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,G147881
Trade Compliance Information,US HTS,8542310050
