Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
228441,Intel® Core™ i9-12900HX Processor,Q2'22,16,5.00 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
228439,Intel® Core™ i9-12950HX Processor,Q2'22,16,5.00 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics for 12th Gen Intel® Processors
225916,Intel® Core™ i9-12900KS Processor,Q1'22,16,5.50 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics 770
134597,Intel® Core™ i9-12900 Processor,Q1'22,16,5.10 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics 770
132212,Intel® Core™ i9-12900E Processor,Q1'22,16,5.00 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics 770
134598,Intel® Core™ i9-12900F Processor,Q1'22,16,5.10 GHz,30 MB Intel® Smart Cache,
132214,Intel® Core™ i9-12900H Processor,Q1'22,14,5.00 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
132215,Intel® Core™ i9-12900HK Processor,Q1'22,14,5.00 GHz,24 MB Intel® Smart Cache,Intel® Iris® Xe Graphics eligible
134601,Intel® Core™ i9-12900T Processor,Q1'22,16,4.90 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics 770
132211,Intel® Core™ i9-12900TE Processor,Q1'22,16,4.80 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics 770
134599,Intel® Core™ i9-12900K Processor,Q4'21,16,5.20 GHz,30 MB Intel® Smart Cache,Intel® UHD Graphics 770
134600,Intel® Core™ i9-12900KF Processor,Q4'21,16,5.20 GHz,30 MB Intel® Smart Cache,
