Product ID,Product Name,LatestVersion,LatestReleaseDate,Category,Ordering Part Number
237700,"Serial Lite II Intel FPGA IP, 1-16 Lane  (< 6.375 Gbps)",,,Interface Protocols,"IP-SLITE2, IPR-SLITE2"
237693,Serial Lite III Streaming Intel FPGA IP,,,Interface Protocols,"IP-SLITE3/ST, IPR-SLITE3/ST"
237758,Serial Lite IV FPGA IP,,,Interface Protocols,IP-SLITE4
237769,Serial Lite IV FPGA IP for F-Tile,,,Interface Protocols,IP-SLITE4F
