Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Processor Base Frequency,Cache,TDP
193561,Intel® Celeron® Processor 4305U,Q2'19,2,,2.20 GHz,2 MB Intel® Smart Cache,15 W
189309,Intel® Celeron® Processor 4205U,Q1'19,2,,1.80 GHz,2 MB Intel® Smart Cache,15 W
193565,Intel® Celeron® Processor 4305UE,Q3'18,2,,2.00 GHz,2 MB Intel® Smart Cache,15 W
