Product ID,Product Name,Launch Date,Total Cores,ClockSpeedMax,Processor Base Frequency,Cache,TDP
75191,Intel® Pentium® Processor 2127U,Q3'13,2,,1.90 GHz,2 MB Intel® Smart Cache,17 W
72059,Intel® Pentium® Processor 2030M,Q1'13,2,,2.50 GHz,2 MB Intel® Smart Cache,35 W
72016,Intel® Pentium® Processor 2129Y,Q1'13,2,,1.10 GHz,2 MB Intel® Smart Cache,10 W
71142,Intel® Pentium® Processor 2020M,Q3'12,2,,2.40 GHz,2 MB Intel® Smart Cache,35 W
71469,Intel® Pentium® Processor 2117U,Q3'12,2,,1.80 GHz,2 MB Intel® Smart Cache,17 W
