Product ID,Product Name,Supports Overclocking,PCI Express Revision,USB Revision
204447,Intel® WM490 Chipset,,3.0,"3.2, 2.0"
203697,Intel® HM470 Chipset,"IA, Memory",3.0,"3.2, 2.0"
203698,Intel® QM480 Chipset,,3.0,"3.2, 2.0"
