Product ID,Product Name,Capacity,Form Factor,Interface
213684,Intel® Optane™ Persistent Memory 300 Series  (128GB PMem Module),128 GB,Persistent Memory Module (PMem),DDR-T2
213688,Intel® Optane™ Persistent Memory 300 Series  (256GB PMem Module),256 GB,Persistent Memory Module (PMem),DDR-T2
213687,Intel® Optane™ Persistent Memory 300 Series  (512GB PMem Module),512 GB,Persistent Memory Module (PMem),DDR-T2
