Product ID,Product Name,Marketing Status,Board Form Factor,Chassis Form Factor,Socket,TDP
192584,Intel® Server Board S2600WF0R,Discontinued,"Custom 16.7"" x 17""",Rack,Socket P,205 W
192592,Intel® Server Board S2600WFQR,Discontinued,"Custom 16.7"" x 17""",Rack,Socket P,205 W
192581,Intel® Server Board S2600WFTR,Discontinued,"Custom 16.7"" x 17""",Rack,Socket P,205 W
89009,Intel® Server Board S2600WFQ,Discontinued,"Custom 16.7"" x 17""",Rack,Socket P,205 W
89014,Intel® Server Board S2600WF0,Discontinued,"Custom 16.7"" x 17""",Rack,Socket P,205 W
89015,Intel® Server Board S2600WFT,Discontinued,"Custom 16.7"" x 17""",Rack,Socket P,205 W
