Product ID,Product Name,CablingDescription,TDP,Port Configuration,Data Rate Per Port,System Interface Type
84329,Intel® Ethernet Controller X550-AT2,,11 W,Dual,10/5/2.5/1GbE (NBASE-T in Linux Only),PCIe v3.0 (8.0 GT/s)
