Section,Key,Value
Ordering and Spec Information,,
"Intel® Processor U302L (10M Cache, up to 2.40 GHz) FC-LGA16C, Tray",Ordering Code,CM8071505449007
"Intel® Processor U302L (10M Cache, up to 2.40 GHz) FC-LGA16C, Tray",Spec Code,SRPKG
"Intel® Processor U302L (10M Cache, up to 2.40 GHz) FC-LGA16C, Tray",Shipping Media,TRAY
"Intel® Processor U302L (10M Cache, up to 2.40 GHz) FC-LGA16C, Tray",Stepping,Q0
"Intel® Processor U302L (10M Cache, up to 2.40 GHz) FC-LGA16C, Tray",PCN Content IDs,813836
"Intel® Processor U302L (10M Cache, up to 2.40 GHz) FC-LGA16C, Tray",Recommended Customer Price,$285.00
Trade Compliance Information,ECCN,5A992.C
Trade Compliance Information,CCATS,740.17B1
Trade Compliance Information,US HTS,8542310050
