Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
195324,Intel® Core™ i5-9500E Processor,Q2'19,6,4.20 GHz,9 MB,Intel® UHD Graphics 630
191075,Intel® Core™ i5-9300H Processor,Q2'19,4,4.10 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
191078,Intel® Core™ i5-9400H Processor,Q2'19,4,4.30 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 630
134893,Intel® Core™ i5-9400T Processor,Q2'19,6,3.40 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
134895,Intel® Core™ i5-9500 Processor,Q2'19,6,4.40 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
190890,Intel® Core™ i5-9500F Processor,Q2'19,6,4.40 GHz,9 MB Intel® Smart Cache,
191052,Intel® Core™ i5-9500T Processor,Q2'19,6,3.70 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
134900,Intel® Core™ i5-9600 Processor,Q2'19,6,4.60 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
191051,Intel® Core™ i5-9600T Processor,Q2'19,6,3.90 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
191080,Intel® Core™ i5-9300HF Processor,Q2'19,4,4.10 GHz,8 MB Intel® Smart Cache,
134898,Intel® Core™ i5-9400 Processor,Q1'19,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
190883,Intel® Core™ i5-9400F Processor,Q1'19,6,4.10 GHz,9 MB Intel® Smart Cache,
190884,Intel® Core™ i5-9600KF Processor,Q1'19,6,4.60 GHz,9 MB Intel® Smart Cache,
134896,Intel® Core™ i5-9600K Processor,Q4'18,6,4.60 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
195327,Intel® Core™ i5-9500TE Processor,Q4'17,6,3.60 GHz,9 MB,Intel® UHD Graphics 630
