Product ID,Product Name,Launch Date,Logic Elements (LE),Digital Signal Processing (DSP) Blocks,Maximum Embedded Memory,Maximum User I/O Count†,Package Options
210433,Intel® Cyclone® 10 10CL006 FPGA,2017,6000,15,270 Kb,176,"U256, E144"
210434,Intel® Cyclone® 10 10CL010 FPGA,2017,10000,23,414 Kb,176,"M164, U256, E144"
210435,Intel® Cyclone® 10 10CL016 FPGA,2017,16000,56,504 Kb,340,"M164, U256, U484, E144, F484"
210436,Intel® Cyclone® 10 10CL025 FPGA,2017,25000,66,594 Kb,150,"U256, E144"
210437,Intel® Cyclone® 10 10CL040 FPGA,2017,40000,126,1.134 Mb,325,"U484, F484"
210440,Intel® Cyclone® 10 10CL055 FPGA,2017,55000,156,2.34 Mb,321,"U484, F484"
210438,Intel® Cyclone® 10 10CL080 FPGA,2017,80000,244,2.745 Mb,423,"U484, F484, F780"
210439,Intel® Cyclone® 10 10CL120 FPGA,2017,120000,288,3.888 Mb,525,"F484, F780"
