Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
192996,Intel® Core™ i7-8557U Processor,Q3'19,4,4.50 GHz,8 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 645
191050,Intel® Core™ i7-8569U Processor,Q2'19,4,4.70 GHz,8 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
193563,Intel® Core™ i7-8665U Processor,Q2'19,4,4.80 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
193554,Intel® Core™ i7-8665UE Processor,Q3'18,4,4.40 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 620
185281,Intel® Core™ i7-8500Y Processor,Q1'19,2,4.20 GHz,4 MB Intel® Smart Cache,Intel® UHD Graphics 615
149091,Intel® Core™ i7-8565U Processor,Q3'18,4,4.60 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics for 8th Generation Intel® Processors
148963,Intel® Core™ i7-8706G Processor with Radeon™ Pro WX Vega M GL graphics,Q3'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
148263,Intel® Core™ i7-8086K Processor,Q2'18,6,5.00 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
137979,Intel® Core™ i7-8559U Processor,Q2'18,4,4.50 GHz,8 MB Intel® Smart Cache,Intel® Iris® Plus Graphics 655
140642,"Intel® Core™ i7+8700 Processor  (12M Cache, up to 4.60 GHz) includes Intel® Optane™ Memory",Q2'18,6,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
134905,Intel® Core™ i7-8700B Processor,Q2'18,6,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
129948,Intel® Core™ i7-8700T Processor,Q2'18,6,4.00 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
134906,Intel® Core™ i7-8750H Processor,Q2'18,6,4.10 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
134899,Intel® Core™ i7-8850H Processor,Q2'18,6,4.30 GHz,9 MB Intel® Smart Cache,Intel® UHD Graphics 630
130411,Intel® Core™ i7-8705G Processor with Radeon™ RX Vega M GL graphics,Q1'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
130406,Intel® Core™ i7-8706G Processor with Radeon™ RX Vega M GL graphics,Q1'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
130407,Intel® Core™ i7-8709G Processor with Radeon™ RX Vega M GH graphics,Q1'18,4,4.10 GHz,8 MB,Intel® HD Graphics 630
130409,Intel® Core™ i7-8809G Processor with Radeon™ RX Vega M GH graphics,Q1'18,4,4.20 GHz,8 MB,Intel® HD Graphics 630
126686,Intel® Core™ i7-8700 Processor,Q4'17,6,4.60 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
126684,Intel® Core™ i7-8700K Processor,Q4'17,6,4.70 GHz,12 MB Intel® Smart Cache,Intel® UHD Graphics 630
122589,Intel® Core™ i7-8550U Processor,Q3'17,4,4.00 GHz,8192,Intel® UHD Graphics 620
124968,Intel® Core™ i7-8650U Processor,Q3'17,4,4.20 GHz,8 MB Intel® Smart Cache,Intel® UHD Graphics 620
