Product ID,Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,GPU Name‡
241638,Intel® Core™ 3 Processor N350,Q1'25,8,3.9 GHz,6 MB Intel® Smart Cache,Intel® Graphics
241639,Intel® Core™ 3 Processor N355,Q1'25,8,3.9 GHz,6 MB Intel® Smart Cache,Intel® Graphics
231806,Intel® Core™ i3-N300 Processor,Q1'23,8,3.80 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics
231805,Intel® Core™ i3-N305 Processor,Q1'23,8,3.80 GHz,6 MB Intel® Smart Cache,Intel® UHD Graphics
